checkpoint,policy,config,scope,block,n_eps,mse,mae,normalized_mse,final_position_error,mean_squared_jerk_pred,mean_squared_jerk_gt,jerk_ratio_pred_over_gt,chunk_boundary_discontinuity,on_grid_fraction,mse_proprio_ablated,proprio_leakage_gap,grasp_precision,grasp_recall,grasp_f1,grasp_onset_timing_error_signed_steps,grasp_spurious_transitions,grasp_n_gt_events,grasp_n_pred_events,mse__std,mae__std,normalized_mse__std,final_position_error__std,mean_squared_jerk_pred__std,mean_squared_jerk_gt__std,jerk_ratio_pred_over_gt__std,chunk_boundary_discontinuity__std,on_grid_fraction__std,mse_proprio_ablated__std,proprio_leakage_gap__std,grasp_precision__std,grasp_recall__std,grasp_f1__std,grasp_onset_timing_error_signed_steps__std,grasp_spurious_transitions__std,grasp_n_gt_events__std,grasp_n_pred_events__std
R0_base_ACT_handsin,R0_base_ACT_handsin,base,floor_box_table,all,1,0.35996106266975403,0.4984828233718872,44.18549346923828,4.641623497009277,0.2797521948814392,0.0013714564265683293,203.9818323513476,0.13704729080200195,,0.3599904179573059,2.9355287551879883e-05,,,,,,,,,,,,,,,,,,,,,,,,,
R0_base_ACT_handsin,R0_base_ACT_handsin,base,AGGREGATE,all,3,0.34336142738660175,0.4930412967999776,68.82442855834961,4.695982774098714,0.22052974005540213,0.0011637131489502888,189.0060929361656,0.10956202695767085,,0.34330957134564716,-5.1856040954589844e-05,,,,,,,,0.019163775144910373,0.01586586560109047,28.29405796175369,0.11301978205188837,0.04193467939657721,0.00016255331874509652,17.55623172630234,0.019556130826686655,,0.01918513262327422,6.005605489617121e-05,,,,,,,
R0_base_ACT_handsin,R0_base_ACT_handsin,base,cup_wipe_sponge_dryingrack,left_hand_joints,1,0.4703359305858612,0.5702836513519287,2.0800061225891113,0.051695678383111954,0.0014888966688886285,0.00030419768881984055,4.894503553478407,0.004426576662808657,,0.47121602296829224,0.0008800923824310303,0.25,0.3333333333333333,0.28571428571428575,-6.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,
R0_base_ACT_handsin,R0_base_ACT_handsin,base,floor_box_table,left_hand_joints,1,0.35226744413375854,0.48872894048690796,1.5015262365341187,0.21262729167938232,0.0016001686453819275,0.00014678640582133085,10.901340873007415,0.006504145450890064,,0.3523593246936798,9.188055992126465e-05,0.5,0.3333333333333333,0.4,0.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,
R0_base_ACT_handsin,R0_base_ACT_handsin,base,AGGREGATE,left_hand_joints,2,0.4113016873598099,0.5295062959194183,1.790766179561615,0.13216148503124714,0.001544532657135278,0.0002254920473205857,7.897922213242911,0.0054653610568493605,,0.411787673830986,0.00048598647117614746,0.375,0.3333333333333333,0.34285714285714286,-3.0,2.0,3.0,3.0,0.05903424322605133,0.040777355432510376,0.28923994302749634,0.08046580664813519,5.5635988246649504e-05,7.870564149925485e-05,3.003418659764504,0.0010387843940407038,,0.05942834913730621,0.0003941059112548828,0.125,0.0,0.057142857142857134,3.0,1.0,0.0,1.0
R0_base_ACT_handsout,R0_base_ACT_handsout,base,bottle_cupnoodles_shelf,motion_token,1,0.2824889123439789,0.4393692910671234,53.86248779296875,4.464267730712891,0.1300077587366104,0.0012229096610099077,106.31019026315234,0.06313376128673553,1.0,0.28247490525245667,-1.4007091522216797e-05,,,,,,,,,,,,,,,,,,,,,,,,,
R0_base_ACT_handsout,R0_base_ACT_handsout,base,cup_wipe_sponge_dryingrack,motion_token,1,0.2446328103542328,0.3955594599246979,70.76103210449219,3.697549819946289,0.12323970347642899,0.0009948730003088713,123.87480958691975,0.06768798828125,1.0,0.24452756345272064,-0.000105246901512146,,,,,,,,,,,,,,,,,,,,,,,,,
R0_base_ACT_handsout,R0_base_ACT_handsout,base,floor_box_table,motion_token,1,0.2717805504798889,0.41606786847114563,31.14699935913086,4.209364414215088,0.08291421830654144,0.001409223536029458,58.83681061711151,0.07267344743013382,1.0,0.2717416286468506,-3.892183303833008e-05,,,,,,,,,,,,,,,,,,,,,,,,,
R0_base_ACT_handsout,R0_base_ACT_handsout,base,AGGREGATE,motion_token,3,0.2663007577260335,0.4169988731543223,51.92350641886393,4.123727321624756,0.11205389350652695,0.0012090020657827456,96.3406034890612,0.06783173233270645,1.0,0.26624803245067596,-5.272527535756429e-05,,,,,,,,0.01593303090926559,0.017897400248304822,16.230375517620942,0.3188148599559201,0.02078929445767228,0.00016944351569522364,27.471558902906526,0.003895886693499795,0.0,0.0159715348206628,3.850607741335486e-05,,,,,,,
R0_base_ACT_handsout,R0_base_ACT_handsout,base,bottle_cupnoodles_shelf,left_hand_joints,1,0.019089631736278534,0.11027364432811737,,0.41774773597717285,0.0020420001819729805,0.0,,0.00387992593459785,,0.01906745322048664,-2.2178515791893005e-05,0.0,,,,13.0,0.0,13.0,,,,,,,,,,,,,,,,,,
R0_base_ACT_handsout,R0_base_ACT_handsout,base,cup_wipe_sponge_dryingrack,left_hand_joints,1,0.01968098059296608,0.11675795167684555,,0.30253008008003235,0.0021571649704128504,0.0,,0.004807660821825266,,0.019734244793653488,5.326420068740845e-05,0.0,,,,5.0,0.0,5.0,,,,,,,,,,,,,,,,,,
R0_base_ACT_handsout,R0_base_ACT_handsout,base,floor_box_table,left_hand_joints,1,0.01350475661456585,0.09213493019342422,,0.31780529022216797,0.0018457903061062098,0.0,,0.004433448892086744,,0.013537727296352386,3.297068178653717e-05,0.0,,,,8.0,0.0,8.0,,,,,,,,,,,,,,,,,,
R0_base_ACT_handsout,R0_base_ACT_handsout,base,AGGREGATE,left_hand_joints,3,0.017425122981270153,0.10638884206612904,,0.3460277020931244,0.0020149851528306804,0.0,,0.004373678549503286,,0.017446475103497505,2.1352122227350872e-05,0.0,,,,8.666666666666666,0.0,8.666666666666666,0.0027826100103399507,0.010420878504371858,,0.05109569751272864,0.00012854546340416631,0.0,,0.00038109699170869394,,0.002777275021240294,3.1876261408942294e-05,0.0,,,,3.2998316455372216,0.0,3.2998316455372216
R0_base_ACT_handsout,R0_base_ACT_handsout,base,bottle_cupnoodles_shelf,right_hand_joints,1,0.009664314799010754,0.08136506378650665,,0.23593468964099884,0.002147870836779475,0.0,,0.0041143265552818775,,0.009622784331440926,-4.1530467569828033e-05,0.0,,,,4.0,0.0,4.0,,,,,,,,,,,,,,,,,,
R0_base_ACT_handsout,R0_base_ACT_handsout,base,cup_wipe_sponge_dryingrack,right_hand_joints,1,0.00860369112342596,0.07574624568223953,,0.2552911043167114,0.0022840697783976793,0.0,,0.006402340717613697,,0.008535534143447876,-6.815697997808456e-05,0.0,,,,6.0,0.0,6.0,,,,,,,,,,,,,,,,,,
R0_base_ACT_handsout,R0_base_ACT_handsout,base,floor_box_table,right_hand_joints,1,0.008985085412859917,0.07753255218267441,,0.16599522531032562,0.0022431937977671623,0.0,,0.00573767302557826,,0.008952181786298752,-3.2903626561164856e-05,0.0,,,,5.0,0.0,5.0,,,,,,,,,,,,,,,,,,
R0_base_ACT_handsout,R0_base_ACT_handsout,base,AGGREGATE,right_hand_joints,3,0.00908436377843221,0.07821462055047353,,0.2190736730893453,0.002225044804314772,0.0,,0.005418113432824612,,0.009036833420395851,-4.7530358036359153e-05,0.0,,,,5.0,0.0,5.0,0.0004386515630929091,0.0023440267583760086,,0.03835499890276907,5.706474333001604e-05,0.0,,0.0009610206212662324,,0.00044788589855692215,1.5004415927593657e-05,0.0,,,,0.816496580927726,0.0,0.816496580927726
R0_base_ACT_handsout,R0_base_ACT_handsout,base,bottle_cupnoodles_shelf,all,1,0.2343662679195404,0.3777064383029938,53.86248779296875,4.489974021911621,0.10704904794692993,0.0010034131119027734,106.68492037535039,0.05251949280500412,,0.23434904217720032,-1.722574234008789e-05,,,,,,,,,,,,,,,,,,,,,,,,,
R0_base_ACT_handsout,R0_base_ACT_handsout,base,cup_wipe_sponge_dryingrack,all,1,0.20326271653175354,0.341837614774704,70.76103210449219,3.7186789512634277,0.10151833295822144,0.0008163060992956161,124.36307047787683,0.05654488876461983,,0.20317502319812775,-8.769333362579346e-05,,,,,,,,,,,,,,,,,,,,,,,,,
R0_base_ACT_handsout,R0_base_ACT_handsout,base,floor_box_table,all,1,0.22501777112483978,0.3566156029701233,31.14699935913086,4.224606990814209,0.06839913874864578,0.0011562859872356057,59.154170770650985,0.06054228916764259,,0.22498582303524017,-3.1948089599609375e-05,,,,,,,,,,,,,,,,,,,,,,,,,
R0_base_ACT_handsout,R0_base_ACT_handsout,base,AGGREGATE,all,3,0.22088225185871124,0.3587198853492737,51.92350641886393,4.144419987996419,0.09232217321793239,0.0009920017328113317,96.73405387462607,0.05653555691242218,,0.22083662947018942,-4.562238852183024e-05,,,,,,,,0.013030339390145466,0.014718789093633597,16.230375517620942,0.31994425354763034,0.01706616312542819,0.0001390305619411272,27.535612799224058,0.0032752995467784174,,0.013060544150406807,3.034974128020424e-05,,,,,,,
R0_base_handsin,R0_base_handsin,base,bottle_cupnoodles_shelf,motion_token,1,0.055050384253263474,0.1876099407672882,9.238422393798828,1.9014654159545898,0.8273782730102539,0.0012229096610099077,676.5653256242864,0.0816781148314476,0.35217738500851786,0.05502782389521599,-2.256035804748535e-05,,,,,,,,,,,,,,,,,,,,,,,,,
R0_base_handsin,R0_base_handsin,base,cup_wipe_sponge_dryingrack,motion_token,1,0.04784395545721054,0.17598316073417664,15.2459135055542,1.7508907318115234,0.8019742369651794,0.0009948730003088713,806.1071480643219,0.07713524997234344,0.35685731857318576,0.04792596027255058,8.200481534004211e-05,,,,,,,,,,,,,,,,,,,,,,,,,
R0_base_handsin,R0_base_handsin,base,floor_box_table,motion_token,1,0.061203114688396454,0.191388338804245,4.606053829193115,1.9037065505981445,0.8268371224403381,0.001409223536029458,586.7324106507501,0.08013983070850372,0.35028316048034935,0.06175548955798149,0.0005523748695850372,,,,,,,,,,,,,,,,,,,,,,,,,
R0_base_handsin,R0_base_handsin,base,AGGREGATE,motion_token,3,0.054699151466290154,0.1849938134352366,9.696796576182047,1.8520208994547527,0.8187298774719238,0.0012090020657827456,689.8016281131195,0.07965106517076492,0.353105954687351,0.05490309124191602,0.00020393977562586466,,,,,,,,0.005459505911345747,0.006555555888240108,4.3557803473446075,0.07151568022367943,0.011850086570099252,0.00016944351569522364,90.04709372137933,0.001886544300245236,0.0027630381700509536,0.005646570566296397,0.00025005163453194223,,,,,,,
R0_base_handsin,R0_base_handsin,base,bottle_cupnoodles_shelf,left_hand_joints,1,0.05405598506331444,0.07149795442819595,,0.0,0.36052802205085754,0.0,,0.0379057414829731,,0.05583028495311737,0.0017742998898029327,0.0,,,,508.0,0.0,508.0,,,,,,,,,,,,,,,,,,
R0_base_handsin,R0_base_handsin,base,cup_wipe_sponge_dryingrack,left_hand_joints,1,0.05356942117214203,0.07023199647665024,1.658334493637085,1.0,0.40932124853134155,4.345681008999236e-05,9419.035766401177,0.04687492176890373,,0.04865967854857445,-0.004909742623567581,0.020833333333333332,1.0,0.04081632653061225,1.6666666666666667,141.0,3.0,144.0,,,,,,,,,,,,,,,,,,
R0_base_handsin,R0_base_handsin,base,floor_box_table,left_hand_joints,1,0.05053110420703888,0.06802148371934891,1.5077019929885864,1.0,0.3499130606651306,2.0969486286048777e-05,16686.77314703372,0.03139396756887436,,0.049879346042871475,-0.0006517581641674042,0.013605442176870748,0.6666666666666666,0.02666666666666666,2.0,145.0,3.0,147.0,,,,,,,,,,,,,,,,,,
R0_base_handsin,R0_base_handsin,base,AGGREGATE,left_hand_joints,3,0.052718836814165115,0.0699171448747317,1.5830182433128357,0.6666666666666666,0.37325411041577655,2.1475432125347044e-05,13052.90445671745,0.0387248769402504,,0.05145643651485443,-0.0012624002993106842,0.011479591836734693,0.8333333333333333,0.03374149659863945,1.8333333333333335,264.6666666666667,2.0,266.3333333333333,0.0015596616246824667,0.0014366189000081342,0.07531625032424927,0.4714045207910317,0.02586887692692448,1.7744775225281438e-05,3633.868690316272,0.006346559325538966,,0.0031326037966131373,0.0027627002422805315,0.00863698922063072,0.16666666666666669,0.007074829931972794,0.16666666666666663,172.0703990296478,1.4142135623730951,170.88852766903017
R0_base_handsin,R0_base_handsin,base,bottle_cupnoodles_shelf,right_hand_joints,1,0.23680314421653748,0.3281468152999878,2.0443358421325684,1.8927597999572754,1.353101134300232,0.00010643349378369749,12713.113947477008,0.12909682095050812,,0.23420441150665283,-0.0025987327098846436,0.010351966873706004,1.0,0.020491803278688523,0.4,478.0,5.0,483.0,,,,,,,,,,,,,,,,,,
R0_base_handsin,R0_base_handsin,base,cup_wipe_sponge_dryingrack,right_hand_joints,1,0.12652981281280518,0.19083327054977417,1.6146676540374756,1.300766944885254,1.2100070714950562,4.957460623700172e-05,24407.799947222287,0.10671751201152802,,0.12006165087223053,-0.006468161940574646,0.0070921985815602835,0.3333333333333333,0.013888888888888888,6.0,140.0,3.0,141.0,,,,,,,,,,,,,,,,,,
R0_base_handsin,R0_base_handsin,base,floor_box_table,right_hand_joints,1,0.12949004769325256,0.19844333827495575,1.4391705989837646,0.8263676762580872,1.4213285446166992,2.557596963015385e-05,55572.81171232566,0.12866640090942383,,0.1261780709028244,-0.0033119767904281616,0.006493506493506494,0.3333333333333333,0.012738853503184714,-5.0,153.0,3.0,154.0,,,,,,,,,,,,,,,,,,
R0_base_handsin,R0_base_handsin,base,AGGREGATE,right_hand_joints,3,0.16427433490753174,0.2391411413749059,1.6993913650512695,1.3399648070335388,1.3281455834706624,6.052802321695102e-05,30897.908535674986,0.12149357795715332,,0.16014804442723593,-0.004126290480295817,0.007979223982924262,0.5555555555555555,0.015706515223587375,0.4666666666666668,257.0,3.6666666666666665,259.3333333333333,0.051299849788431426,0.06301315088053162,0.2542175227173235,0.4362341837970848,0.08805784420285244,3.3906418376788235e-05,18089.215115476472,0.010449733935210747,,0.052425259670306965,0.001681358722771351,0.001695491998092005,0.31426968052735443,0.003416126624781663,4.490978611493144,156.36069412312887,0.9428090415820634,158.24523865050588
R0_base_handsin,R0_base_handsin,base,bottle_cupnoodles_shelf,all,1,0.07127229869365692,0.1898019164800644,8.717111587524414,2.682929515838623,0.8326616287231445,0.0010129647562280297,822.0045402405916,0.08200535178184509,,0.07117979228496552,-9.250640869140625e-05,,,,,,,,,,,,,,,,,,,,,,,,,
R0_base_handsin,R0_base_handsin,base,cup_wipe_sponge_dryingrack,all,1,0.055419329553842545,0.1678253412246704,14.833507537841797,2.399502754211426,0.8033544421195984,0.0008246550569310784,974.1702732161136,0.07707438617944717,,0.05446552112698555,-0.0009538084268569946,,,,,,,,,,,,,,,,,,,,,,,,,
R0_base_handsin,R0_base_handsin,base,floor_box_table,all,1,0.06637368351221085,0.1809500902891159,4.5111260414123535,2.3036887645721436,0.8373880982398987,0.0011604632018133998,721.5981488524175,0.08012015372514725,,0.06647119671106339,9.751319885253906e-05,,,,,,,,,,,,,,,,,,,,,,,,,
R0_base_handsin,R0_base_handsin,base,AGGREGATE,all,3,0.06435510391990344,0.1795257826646169,9.353915055592855,2.462040344874064,0.8244680563608805,0.000999361004990836,839.2576541030409,0.07973329722881317,,0.06403883670767148,-0.0003162672122319539,,,,,,,,0.006627475905392475,0.009028250260373575,4.238083602460373,0.1610157332679154,0.015053757189274616,0.00013743016184743708,103.83134387027384,0.002031559155685566,,0.007036997298810326,0.00045743557875907,,,,,,,
R0_base_handsout,R0_base_handsout,base,bottle_cupnoodles_shelf,motion_token,1,0.056575991213321686,0.1897881180047989,9.616661071777344,1.8170348405838013,0.8467236757278442,0.0012229096610099077,692.3844849083945,0.08609817177057266,0.3454322827938671,0.05656087026000023,-1.512095332145691e-05,,,,,,,,,,,,,,,,,,,,,,,,,
